grantee_clean,grantee_jcn,granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,competitive_bid,num_bidders,govt_reemployees,grant_name,grantee,grantee_detail,grant_type,description,contract_reason,npo_type,admin_division,filename
国際科学振興財団,6050005008697,MAFF,NA,2011-04-01,2011 Apr,2011,18900000,0,Negotiated,0,0,"支出負担行為担当官　農林水産技術会議事務局筑波事務所長　岡本典夫
茨城県つくば市観音台２－１－９",公益財団法人国際科学振興財団,"財団法人国際科学振興財団
茨城県つくば市赤塚字牛ヶ淵５８６－９",Goods and Services,つくばWAN回線提供業務,NA,特財,国所管,h23_youshiki2-4
国際科学振興財団,6050005008697,METI,NA,2011-04-01,2011 Apr,2011,29997450,29997450,Negotiated,1,0,"埼玉県さいたま市中央区新都心１番地１
支出負担行為担当官
関東経済産業局総務企画部長　佐々木　正
",公益財団法人国際科学振興財団,"財団法人国際科学振興財団
茨城県つくば市赤塚字牛ヶ淵586-9",Goods and Services,平成２３年度戦略的基盤技術高度化支援事業（電子デバイス用超平坦性ダイヤモンド基板の自動切削研磨技術開発）,NA,特財,国所管,h23_youshiki2-4
国際科学振興財団,6050005008697,MEXT,NA,2011-04-01,2011 Apr,2011,63000000,63000000,Competitive,1,NA,"独立行政法人物質・材料研究機構
総務部門総務部参事役　真明俊宏
（茨城県つくば市千現１－２－１）",公益財団法人国際科学振興財団,（財）国際科学振興財団,Goods and Services,つくばＷＡＮ回線提供サービス,NA,特財,国所管,h23_youshiki3-3
国際科学振興財団,6050005008697,MEXT,NA,2011-04-01,2011 Apr,2011,18900000,0,Negotiated,1,0,"茨城県つくば市天王台3-1
独立行政法人防災科学技術研究所
契約担当役　理事　石井　利和",公益財団法人国際科学振興財団,"財団法人国際科学振興財団
茨城県つくば市赤塚字牛ヶ淵５８６－９",Goods and Services,つくばWAN回線提供サービス,NA,公財,国所管,h23_youshiki3-4
国際科学振興財団,6050005008697,MLIT,NA,2011-04-01,2011 Apr,2011,6300000,6300000,Competitive,1,NA,"支出負担行為担当官
国土技術政策総合研究所長
西川　和廣
茨城県つくば市旭１番地",公益財団法人国際科学振興財団,"（財）国際科学振興財団
茨城県つくば市春日三丁目24番16",Goods and Services,外部ネットワーク接続サービス提供業務,NA,特財,国所管,h23_youshiki2-3
国際科学振興財団,6050005008697,MOE,NA,2011-04-01,2011 Apr,2011,63000000,0,Negotiated,0,0,"独立行政法人国立環境研究所
　理事長　大垣　眞一郞
茨城県つくば市小野川16-2",公益財団法人国際科学振興財団,"（財）国際科学振興財団
茨城県つくば市赤塚字牛ヶ淵586-9",Goods and Services,つくばWAN回線提供サービス業務　一式,NA,公財,国所管,h23_youshiki3-4
国際科学振興財団,6050005008697,METI,NA,2012-03-22,2012 Mar,2012,110880000,"－
(他の契約の予定価格を類推される恐れがあると認められるため非公表)",Negotiated,1,0,"契約担当職
小林　勝則
（茨城県つくば市東1-1-1）",公益財団法人国際科学振興財団,"公益財団法人国際科学振興財団
（東京都港区赤坂二丁目17番22号　赤坂ツインタワー東館13階）
",Goods and Services,つくばWAN回線提供サービス,NA,公財,国所管,h23_youshiki3-4
国際科学振興財団,6050005008697,MEXT,NA,2012-04-01,2012 Apr,2012,10844600,同種の他の契約の予定価格を類推させるおそれがあるため公表しない,Negotiated,48,0,"分任研究契約担当者
執行役(国際･戦略的創造事業担当)
眞峯隆義",NA,"（公財）国際科学振興財団
茨城県つくば市春日3-24-16",Goods and Services,委託研究契約,NA,公財,国所管,h24_youshiki3-4
国際科学振興財団,6050005008697,MEXT,NA,2012-04-01,2012 Apr,2012,18900000,0,Negotiated,1,0,"独立行政法人防災科学技術研究所
契約担当役　理事　石井　利和
茨城県つくば市天王台3-1",NA,"公益財団法人国際科学振興財団
茨城県つくば市赤塚字牛ヶ淵５８６－９",Goods and Services,つくばWAN回線提供サービス,NA,公財,国所管,h24_youshiki3-4
国際科学振興財団,6050005008697,MAFF,NA,2012-04-02,2012 Apr,2012,18900000,0,Negotiated,0,0,"支出負担行為担当官　農林水産技術会議事務局筑波事務所長　岡本典夫
茨城県つくば市観音台2-1-9",NA,"公益財団法人国際科学振興財団
茨城県つくば市赤塚字牛ヶ淵586-9",Goods and Services,つくばWAN回線提供業務,NA,公財,国所管,h24_youshiki2-4
国際科学振興財団,6050005008697,MLIT,NA,2012-04-02,2012 Apr,2012,6300000,6300000,Competitive,1,NA,"支出負担行為担当官　
国土技術政策総合研究所長
西川　和廣
茨城県つくば市旭1番地",NA,"(公財)国際科学振興財団
茨城県つくば市春日3-24-16",Goods and Services,外部ネットワーク接続サービス提供業務,NA,公財,国所管,h24_youshiki2-3
国際科学振興財団,6050005008697,METI,NA,2012-04-05,2012 Apr,2012,22497300,NA,Negotiated,1,0,関東経済産業局　埼玉県さいたま市中央区新都心１－１ 支出負担行為担当官　関東経済産業局総務企画部長　梁嶋　利道,NA,"公益財団法人国際科学振興財団
茨城県つくば市赤塚字牛ヶ渕５８６－９",Goods and Services,平成２４年度戦略的基盤技術高度化支援事業（電子デバイス用超平坦性ダイヤモンド基板の自動切削研磨技術開発）,NA,公財,国所管,h24_youshiki2-4
国際科学振興財団,6050005008697,MAFF,NA,2013-04-01,2013 Apr,2013,18900000,0,Negotiated,0,0,"支出負担行為担当官　農林水産技術会議事務局筑波事務所長　辻島　正明
茨城県つくば市観音台2-1-9",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日3-24-16",Goods and Services,つくばWAN回線提供業務,NA,公財,国所管,h25_youshiki2_4
国際科学振興財団,6050005008697,MEXT,NA,2013-04-01,2013 Apr,2013,6930000,0,Negotiated,36,0,"契約担当者
理事長
中村道治",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日3-24-16",Goods and Services,【SICP/ｽﾍﾟｲﾝ】委託研究契約 公益財団法人国際科学振興財団,NA,公財,国所管,h25_youshiki3_4
国際科学振興財団,6050005008697,MEXT,NA,2013-04-01,2013 Apr,2013,18900000,0,Negotiated,1,0,"茨城県つくば市天王台3-1
独立行政法人防災科学技術研究所
契約担当役　理事　石井　利和",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日三丁目２４番１６",Goods and Services,つくばWAN回線提供サービス,NA,公財,国所管,h25_youshiki3_4
国際科学振興財団,6050005008697,MLIT,NA,2013-04-01,2013 Apr,2013,6300000,6300000,Negotiated,1,0,"支出負担行為担当官　
国土技術政策総合研究所長　
上総　周平　
茨城県つくば市旭１番地",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日三丁目２４番１６",Goods and Services,外部ネットワーク接続サービス提供業務,NA,公財,国所管,h25_youshiki2_3
国際科学振興財団,6050005008697,MAFF,NA,2014-04-01,2014 Apr,2014,19440000,0,Negotiated,0,0,"支出負担行為担当官　農林水産技術会議事務局筑波事務所長　石上和夫
茨城県つくば市観音台２－１－９",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日３－２４－１６",Goods and Services,つくばＷＡＮ回線提供業務,NA,公財,国所管,h26_youshiki2-4
国際科学振興財団,6050005008697,MEXT,NA,2014-04-01,2014 Apr,2014,19440000,0,Negotiated,1,0,"茨城県つくば市天王台3-1
防災科学技術研究所
契約担当役　理事　石井　利和",NA,"茨城県つくば市春日三丁目２４番１６
公益財団法人国際科学振興財団",Goods and Services,つくばWAN回線提供サービス,NA,公財,国所管,h26_youshiki3-4
国際科学振興財団,6050005008697,MLIT,NA,2014-04-01,2014 Apr,2014,6480000,6480000,Competitive,1,NA,"支出負担行為担当官
国土技術政策総合研究所長
酒井　利夫
茨城県つくば市旭１番地",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日三丁目24番16",Goods and Services,外部ネットワーク接続サービス提供業務,NA,公財,国所管,h26_youshiki2-3
国際科学振興財団,6050005008697,MOE,NA,2014-04-01,2014 Apr,2014,18947520,0,Competitive,1,NA,"支出負担行為担当官
大臣官房会計課長
小川　晃範　
東京都千代田区霞が関1-2-2",NA,"公益財団法人国際科学振興財団

茨城県つくば市春日3-24-16",Goods and Services,平成２６年度国立公園等の自然環境における新たな魅力発掘調査業務,NA,公財,国所管,h26_youshiki2-3
国際科学振興財団,6050005008697,MEXT,NA,2014-07-04,2014 Jul,2014,4179780,0,Negotiated,316,0,"独立行政法人科学技術振興機構
分任契約担当者
中国総合研究交流ｾﾝﾀｰ
日本･ｱｼﾞｱ青少年ｻｲｴﾝｽ交流事業推進室長
沖村憲樹
東京都千代田区四番町5-3",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日3-24-16",Goods and Services,さくらｻｲｴﾝｽﾌﾟﾗﾝ実施協定((公益財団法人国際科学振興財団),NA,公財,国所管,h26_youshiki3-4
国際科学振興財団,6050005008697,MAFF,NA,2015-04-01,2015 Apr,2015,19440000,0,Negotiated,0,0,"支出負担行為担当官　農林水産技術会議事務局筑波事務所長　栁原清
茨城県つくば市観音台2-1-9",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日3-24-16
法人番号6050005008697",Goods and Services,つくばWAN回線提供業務,NA,公財,国認定,h27_youshiki2-4
国際科学振興財団,6050005008697,METI,NA,2015-04-01,2015 Apr,2015,12960000,－（他の契約の予定価格を類推される恐れがあると認められるため非公表）,Negotiated,1,0,"契約担当職
渡邉　修治
第二研究業務推進部
（茨城県つくば市梅園1-1-1）",NA,"公益財団法人国際科学振興財団
（茨城県つくば市春日3-24-16）
（法人番号 6050005008697）",Goods and Services,つくばWAN回線提供サービス,NA,公財,国認定,h27_youshiki3-4
国際科学振興財団,6050005008697,MEXT,NA,2015-04-01,2015 Apr,2015,19440000,0,Negotiated,1,0,"国立研究開発法人防災科学技術研究所
契約担当役　理事　米倉　実
茨城県つくば市天王台3-1
",NA,"
公益財団法人国際科学振興財団
茨城県つくば市春日三丁目２４番１６
法人番号6050005008697",Goods and Services,つくばＷＡＮ回線提供サービス,NA,公財,国認定,h27_youshiki3-4
国際科学振興財団,6050005008697,MLIT,NA,2015-04-01,2015 Apr,2015,6669000,6669000,Competitive,1,NA,"支出負担行為担当官
国土技術政策総合研究所長
岩﨑　泰彦
茨城県つくば市旭１番地",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日三丁目２４番１６
（法人番号：6050005008697）",Goods and Services,外部ネットワーク接続サービス提供業務,NA,公財,国認定,h27_youshiki2-3
国際科学振興財団,6050005008697,MOE,NA,2015-08-03,2015 Aug,2015,7968860,0,Negotiated,0,0,"支出負担行為担当官
環境省大臣官房会計課長
正田　寛
東京都千代田区霞が関1-2-2",NA,"公益財団法人国際科学振興財団

茨城県つくば市春日3-24-16

法人番号6050005008697",Goods and Services,平成27年度アジア水環境改善モデル事業（ベトナム国における排水処理の高度化・省コスト対応制御システムの普及事業）業務,NA,公財,国認定,h27_youshiki2-4
国際科学振興財団,6050005008697,MOE,NA,2015-08-31,2015 Aug,2015,9936000,0,Competitive,1,NA,"支出負担行為担当官
大臣官房会計課長
正田　　寛　
東京都千代田区霞が関1-2-2",NA,"公益財団法人国際科学振興財団

茨城県つくば市春日３丁目２４番１６

法人番号6050005008697",Goods and Services,平成27年度国立公園等の自然環境における新たな魅力発掘調査検討業務,NA,公財,国認定,h27_youshiki2-3
国際科学振興財団,6050005008697,MHLW,NA,2016-02-04,2016 Feb,2016,3000000,0,Negotiated,1,0,"国立研究開発法人国立精神・神経医療研究センター
理事長　樋口　輝彦
東京都小平市小川東町4-1-1",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日３丁目２４番１６
法人番号6050005008697",Goods and Services,臨床試験用熱帯雨林環境音の超広帯域複雑性音響創成 一式,NA,公財,国認定,h27_youshiki3-4
国際科学振興財団,6050005008697,MOE,NA,2016-04-01,2016 Apr,2016,19581080,0,Negotiated,1,0,"支出負担行為担当官
環境省大臣官房会計課長
正田　寛
東京都千代田区霞が関１－２－２",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日三丁目２４番１６",Goods and Services,平成２８年度アジア水環境改善モデル事業（ベトナム国における排水処理の高度化・省コスト対応制御システムの普及事業）業務,NA,公財,国認定,h28_youshiki2-4
国際科学振興財団,6050005008697,MOE,NA,2017-05-15,2017 May,2017,4997000,0,Negotiated,1,0,大臣官房会計課長　鳥居敏男　東京都千代田区霞が関1-2-2,NA,"公益財団法人国際科学振興財団
人と防災未来センター東館５Ｆ
",Goods and Services,"平成２９年度アジア水環境改善モデル事業
（ベトナム国における排水処理の高度化・省コスト対応制御システムの普及事業）業務",NA,公財,国認定,h29_youshiki2-4
国際科学振興財団,6050005008697,MOE,NA,2019-05-07,2019 May,2019,5995000,0,Negotiated,5,0,"分任支出負担行為担当官
環境省自然環境局皇居外苑管理事務所長
今井　孝
東京都千代田区皇居外苑1－1",NA,"公益財団法人国際科学振興財団
茨城県つくば市春日３丁目２４番１６",Goods and Services,平成３１年度皇居外苑濠における濠水管理技術実証試験業務,NA,公財,国認定,r1_youshiki2-4
国際科学振興財団,6012705001563,MHLW,6012705001563,2022-12-27,2022 Dec,2022,664950,0,Negotiated,NA,0,"国立研究開発法人国立精神・神経医療研究センター
理事長　中込　和幸
東京都小平市小川東町4-1-1",NA,"公益財団法人国際科学振興財団 
茨城県つくば市春日3-24-16",Goods and Services,ヒト実験用自然環境音超広帯域音響創成,NA,-99,NA,r4_youshiki3-4
国際経済労働研究所,7120005003079,MHLW,NA,2020-06-24,2020 Jun,2020,74000,NA,-99,NA,NA,"（項）仕事生活調和推進費
（目）労働時間等設定改善推進助成金",公益社団法人国際経済労働研究所,公益社団法人国際経済労働研究所,Subsidy,働き方改革推進支援助成金（テレワーク特例コース）,NA,-99,国認定,r2_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-04-14,2011 Apr,2011,9249000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,財団法人国際緑化推進センター,Subsidy,国際林業協力事業（森林・水環境保全のための実証活動支援事業）,NA,特財,国所管,h23_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-04-19,2011 Apr,2011,35644000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,財団法人国際緑化推進センター,Subsidy,国際林業協力事業（途上国森づくり事業（海外森林保全参加支援））,NA,特財,国所管,h23_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-04-19,2011 Apr,2011,31900000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,財団法人国際緑化推進センター,Subsidy,国際林業協力事業（途上国森づくり事業（開発地植生回復支援））,NA,特財,国所管,h23_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-04-19,2011 Apr,2011,24907000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,"社団法人海外林業コンサルタンツ協会　
公益財団法人国際緑化推進センター","社団法人海外林業コンサルタンツ協会　
財団法人国際緑化推進センター",Subsidy,国際林業協力事業（途上国森づくり事業（貧困削減のための森づくり支援））,NA,"特社
特財",国所管,h23_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-08-22,2011 Aug,2011,18890550,19857876,Competitive,1,NA,"支出負担行為担当官　林野庁長官　皆川芳嗣
東京都千代田区霞が関１－２－１",公益財団法人国際緑化推進センター,"財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,CDM植林総合推進対策事業（CDM植林の企画立案実施を担う人材の育成）,NA,特財,国所管,h23_youshiki2-3
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-08-22,2011 Aug,2011,11397750,11737963,Competitive,1,NA,"支出負担行為担当官　林野庁長官　皆川芳嗣
東京都千代田区霞が関１－２－１",公益財団法人国際緑化推進センター,"財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,平成23年度CDM植林総合推進対策事業（CDM植林のプログラム化の展開可能性調査）,NA,特財,国所管,h23_youshiki2-3
国際緑化推進センタ-,1010005018507,MOFA,NA,2011-08-25,2011 Aug,2011,10245949,0,Negotiated,1,0,"独立行政法人　国際協力機構
東京国際センター所長　大竹祐二
東京都渋谷区西原2-49-5",公益財団法人国際緑化推進センター,"財団法人国際緑化推進センター
東京都文京区後楽1-7-12 林友ﾋﾞﾙ3F",Goods and Services,平成23年度集団研修「国家森林モニタリングシステム整備のための人材育成」コースに係る研修委託契約,NA,公財,国所管,h23_youshiki3-4
国際緑化推進センタ-,1010005018507,MAFF,NA,2011-10-27,2011 Oct,2011,6230700,0,Competitive,1,NA,"支出負担行為担当官　林野庁長官　皆川 芳嗣
東京都千代田区霞が関１－２－１",公益財団法人国際緑化推進センター,"財団法人国際緑化推進センター
東京都文京区後楽１－７－１２",Goods and Services,平成２３年度森林吸収源インベントリ情報整備事業（次期約束期間に向けた体制整備等）,NA,特財,国所管,h23_youshiki2-3
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-04-20,2012 Apr,2012,27000000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業／途上国森づくり事業／開発地植生回復支援,NA,公財,国所管,h24_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-04-23,2012 Apr,2012,8324000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業／森林・水環境保全のための実証活動支援事業,NA,公財,国所管,h24_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-05-02,2012 May,2012,34206000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業／途上国森づくり／海外森林保全参加支援,NA,公財,国所管,h24_youshiki1
国際緑化推進センタ-,1010005018507,MOFA,NA,2012-05-07,2012 May,2012,11217947,0,Negotiated,0,0,"独立行政法人　国際協力機構
東京国際センター所長　花里信彦
東京都渋谷区西原2-49-5",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12 林友ビル3F",Goods and Services,平成24年度課題別研修「国家森林モニタリングシステム整備のための人材育成」コースに係る研修委託契約,NA,公財,国所管,h24_youshiki3-4
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-06-11,2012 Jun,2012,22000000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,"一般社団法人海外林業コンサルタンツ協会
公益財団法人国際緑化推進センター",社団法人海外林業コンサルタンツ協会・公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業／途上国森づくり事業／貧困削減のための森づくり支援,NA,"特社
公財",国所管,h24_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-08-15,2012 Aug,2012,53812500,0,Competitive,1,NA,"支出負担行為担当官　林野庁長官　皆川芳嗣
東京都千代田区霞が関１－２－１",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,平成24年度CDM植林総合推進対策事業,NA,公財,国所管,h24_youshiki2-3
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-09-03,2012 Sep,2012,10992839,0,Negotiated,2,4,"独立行政法人森林総合研究所
理事長　鈴木和夫
（茨城県つくば市松の里1）",NA,"(公財)国際緑化推進センター
（東京都文京区後楽1-7-12林友ビル3F）",Goods and Services,"試験研究委託
ＲＥＤＤプラスに係る公開セミナーの企画・運営事業",NA,公財,国所管,h24_youshiki3-4
国際緑化推進センタ-,1010005018507,MAFF,NA,2012-11-12,2012 Nov,2012,5838000,0,Competitive,1,NA,"支出負担行為担当官　林野庁長官　沼田　正俊
東京都千代田区霞が関１－２－１",NA,"公益財団法人　国際緑化推進センター
東京都文京区後楽1-7-12　林友ビル",Goods and Services,平成24年度森林吸収源インベントリ情報整備事業（時期約束期間に向けた体制整備等（自然攪乱に関する検討等））,NA,公財,国所管,h24_youshiki2-3
国際緑化推進センタ-,1010005018507,MOFA,NA,2013-04-24,2013 Apr,2013,10171994,0,Negotiated,0,0,"独立行政法人国際協力機構
東京国際センター所長事務代行　大川直人
東京都渋谷区西原2-49-5",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,平成25年度集団研修「国家森林モニタリングシステム整備のための人材育成」に係る研修委託契約,NA,公財,国所管,h25_youshiki3_4
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-06-07,2013 Jun,2013,4319000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業費補助金等／貧困削減のための森づくり支援,NA,公財,国所管,h25_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-06-10,2013 Jun,2013,30500000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業費補助金等／途上国森づくり事業／海外森林保全参加参加支援,NA,公財,国所管,h25_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-06-10,2013 Jun,2013,7425000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業費補助金等／森林・水環境保全のための実証活動支援事業,NA,公財,国所管,h25_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-06-10,2013 Jun,2013,24000000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,国際林業協力事業費補助金等／途上国森づくり事業／開発地植生回復支援,NA,公財,国所管,h25_youshiki1
国際緑化推進センタ-,1010005018507,MOFA,NA,2013-07-02,2013 Jul,2013,6412398,0,Negotiated,1,0,"独立行政法人国際協力機構
東京国際センター所長　佐々木十一郎
東京都渋谷区西原2-49-5",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,平成25年度国別研修マラウイ「住民参加型森林管理計画」に係る研修委託契約,NA,公財,国所管,h25_youshiki3_4
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-10-07,2013 Oct,2013,9999150,0,Negotiated,1,0,"支出負担行為担当官　林野庁長官　沼田　正俊
東京都千代田区霞が関1-2-1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,平成25年度森林吸収源インベントリ情報整備事業（第一約束期間における審査対応等及び自然攪乱に関する検討等（森林吸収量算定に係る動向調査・分析等））,NA,公財,国所管,h25_youshiki2_3
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-10-25,2013 Oct,2013,12799363,0,Negotiated,1,5,"独立行政法人森林総合研究所
理事長　鈴木　和夫
茨城県つくば市松の里1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12林友ビル3F",Goods and Services,"試験研究委託
ＲＥＤＤプラスに係る海外森林技術研修プログラム開発事業",NA,公財,国所管,h25_youshiki3_4
国際緑化推進センタ-,1010005018507,MAFF,NA,2013-10-28,2013 Oct,2013,14797630,0,Negotiated,2,5,"独立行政法人森林総合研究所
理事長　鈴木　和夫
茨城県つくば市松の里1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12林友ビル3F",Goods and Services,"試験研究委託
ＲＥＤＤプラスに係る公開セミナーの企画・運営事業",NA,公財,国所管,h25_youshiki3_4
国際緑化推進センタ-,1010005018507,MAFF,NA,2014-05-09,2014 May,2014,10000000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,途上国森林減少・劣化防止推進事業のうち途上国森林減少等要因影響分析調査事業,NA,公財,国所管,h26_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2014-05-09,2014 May,2014,25800000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,途上国持続可能な森林経営推進事業のうち海外森林保全参加支援,NA,公財,国所管,h26_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2014-05-09,2014 May,2014,21000000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,途上国持続可能な森林経営推進事業のうち開発地植生回復支援,NA,公財,国所管,h26_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2014-05-09,2014 May,2014,3827000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,Subsidy,途上国持続可能な森林経営推進事業のうち貧困削減のための森づくり支援,NA,公財,国所管,h26_youshiki1
国際緑化推進センタ-,1010005018507,MOFA,NA,2014-05-28,2014 May,2014,12234615,0,Negotiated,1,0,"独立行政法人国際協力機構
東京国際センター長　佐々木十一郎
東京都渋谷区西原2-49-5",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12",Goods and Services,2014年度課題別研修「持続的森林管理及びREDD＋に向けた国家森林モニタリングシステム整備のための人材育成」に係る研修委託契約,NA,公財,国所管,h26_youshiki3-4
国際緑化推進センタ-,1010005018507,MAFF,NA,2014-08-01,2014 Aug,2014,11880000,0,Competitive,1,NA,"森林総合研究所
理事長　鈴木和夫
茨城県つくば市松の里1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12林友ビル3F",Goods and Services,"試験研究委託
ＲＥＤＤプラスに係る海外森林技術研修プログラム開発事業",NA,公財,国所管,h26_youshiki3-3
国際緑化推進センタ-,1010005018507,MAFF,NA,2014-09-30,2014 Sep,2014,14500080,0,Competitive,3,NA,"森林総合研究所
理事長　鈴木和夫
茨城県つくば市松の里1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12林友ビル3F",Goods and Services,"試験研究委託
ＲＥＤＤプラスに係る公開セミナーの企画・運営事業",NA,公財,国所管,h26_youshiki3-3
国際緑化推進センタ-,1010005018507,MAFF,NA,2015-05-14,2015 May,2015,9000000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,"公益財団法人国際緑化推進センター
",NA,Subsidy,国際林業協力事業,NA,公財,国認定,h27_youshiki1
国際緑化推進センタ-,1010005018507,MAFF,NA,2015-05-14,2015 May,2015,57845000,NA,-99,NA,NA,政府開発援助国際林業協力事業費補助金,"公益財団法人国際緑化推進センター
",NA,Subsidy,国際林業協力事業,NA,公財,国認定,h27_youshiki1
国際緑化推進センタ-,1010005018507,MOFA,NA,2015-05-15,2015 May,2015,14054016,0,Negotiated,0,0,"独立行政法人国際協力機構
東京国際センター長　佐々木十一郎
東京都渋谷区西原2-49-5",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12
（1010005018507）",Goods and Services,2014-2016年課題別研修「持続的森林管理及びREDD＋に向けた国家森林モニタリングシステム整備のための人材育成」（2年次）,NA,公財,国認定,h27_youshiki3-4
国際緑化推進センタ-,1010005018507,MAFF,NA,2015-09-04,2015 Sep,2015,12960000,同種の他の契約の予定価格を類推される恐れがあるため非公表とする。,Competitive,1,NA,"森林総合研究所
理事長　沢田治雄
茨城県つくば市松の里1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12 林友ビル3F
法人番号1010005018507",Goods and Services,ＲＥＤＤプラスに係る公開セミナーと専門家会合の企画・運営事業,NA,公財,国認定,h27_youshiki3-3
国際緑化推進センタ-,1010005018507,MAFF,NA,2015-11-02,2015 Nov,2015,4320000,4999320,Competitive,2,NA,"支出負担行為担当官　林野庁長官　今井敏
東京都千代田区霞が関1-2-1",NA,"公益財団法人国際緑化推進センター
東京都文京区後楽1-7-12
法人番号1010005018507",Goods and Services,平成27年度森林吸収源インベントリ情報整備事業（伐採木材製品（HWP）に係る炭素蓄積変化量の算定等）,NA,公財,国認定,h27_youshiki2-3
