grantee_clean,grantee_jcn,granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,competitive_bid,num_bidders,govt_reemployees,grant_name,grantee,grantee_detail,grant_type,description,contract_reason,npo_type,admin_division,filename
2025年日本国際博覧会協会,9120005020700,METI,NA,2019-07-29,2019 Jul,2019,231419000,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和元年度大阪・関西国際博覧会開催準備事業費補助金,NA,-99,国認定,r1_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2020-04-01,2020 Apr,2020,55000000,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和２年度大阪・関西国際博覧会開催準備事業費補助金,NA,-99,国認定,r2_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2020-05-21,2020 May,2020,44564666,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和２年度大阪・関西国際博覧会開催準備事業費補助金（国庫債務負担行為に係るもの）,NA,-99,国認定,r2_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2020-05-21,2020 May,2020,44564666,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和２年度大阪・関西国際博覧会開催準備事業費補助金（国庫債務負担行為に係るもの）,NA,-99,国認定,r3_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2020-05-21,2020 May,2020,330718628,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和２年度大阪・関西国際博覧会開催準備事業費補助金（国庫債務負担行為に係るもの）,NA,-99,国認定,r4_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2021-04-01,2021 Apr,2021,295441666,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和３年度大阪・関西国際博覧会開催準備事業費補助金,NA,-99,国認定,r3_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2021-04-01,2021 Apr,2021,409394332,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和３年度大阪・関西国際博覧会開催準備事業費補助金（国庫債務負担行為に係るもの）,NA,-99,国認定,r3_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2021-04-01,2021 Apr,2021,179853298,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和３年度大阪・関西国際博覧会開催準備事業費補助金,NA,-99,国認定,r4_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2021-04-01,2021 Apr,2021,425292997,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和３年度大阪・関西国際博覧会開催準備事業費補助金（国庫債務負担行為に係るもの）,NA,-99,国認定,r4_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2022-04-01,2022 Apr,2022,10048814409,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２５年日本国際博覧会協会,公益社団法人２０２５年日本国際博覧会協会,Subsidy,令和４年度大阪・関西国際博覧会開催準備事業費補助金,NA,-99,国認定,r5_youshiki1
2025年日本国際博覧会協会,9120005020700,METI,NA,2023-05-11,2023 May,2023,332553906,0,Negotiated,NA,0,経済産業本省 千代田区霞が関１－３－１ 支出負担行為担当官　経済産業省大臣官房会計課長 坂本　里和,NA,公益社団法人2025年日本国際博覧会協会　大阪府大阪市住之江区南港北１－１４－１６　大阪府咲洲庁舎４３階,Goods and Services,令和４年度大阪・関西万博政府開催準備事業（途上国出展支援事業）,NA,-99,NA,r5_youshiki2-4
2025年日本国際博覧会協会,9120005020700,METI,NA,2024-03-27,2024 Mar,2024,5986330956,0,Negotiated,NA,0,東京都千代田区霞が関１－３－１ 支出負担行為担当官 経済産業省大臣官房会計課長 浦上 健一朗,NA,公益社団法人２０２５年日本国際博覧会協会　大阪府大阪市住之江区南港北１－１４－１６　大阪府咲洲庁舎４３階,Goods and Services,令和５年度補正大阪・関西万博政府開催準備事業（途上国出展支援事業),NA,-99,NA,r6_youshiki2-4
2025年日本国際博覧会協会,9120005020700,METI,NA,2024-04-01,2024 Apr,2024,7433691340,0,Negotiated,NA,0,東京都千代田区霞が関１－３－１ 支出負担行為担当官 経済産業省大臣官房会計課長 浦上 健一朗,NA,公益社団法人２０２５年日本国際博覧会協会　大阪府大阪市住之江区南港北１－１４－１６　大阪府咲洲庁舎４３階,Goods and Services,令和5年度補正大阪・関西万博日本政府出展事業,NA,-99,NA,r6_youshiki2-4
2025年日本国際博覧会協会,9120005020700,METI,NA,2024-04-01,2024 Apr,2024,2133663056,0,Negotiated,NA,0,東京都千代田区霞が関１－３－１ 支出負担行為担当官 経済産業省大臣官房会計課長 浦上 健一朗,NA,公益社団法人２０２５年日本国際博覧会協会　大阪府大阪市住之江区南港北１－１４－１６　大阪府咲洲庁舎４３階,Goods and Services,令和４年度補正大阪・関西万博日本政府出展事業,NA,-99,NA,r6_youshiki2-4
2025年日本国際博覧会協会,9012405001241,MEXT,9012405001241,2024-12-11,2024 Dec,2024,95380000,0,Negotiated,NA,0,"辻　宏司
調達部長
東京都調布市深大寺東町7-44-1",NA,"公益社団法人２０２５年日本国際博覧会協会
大阪府大阪市住之江区南港北１丁目１４番１６号",Goods and Services,２０２５年日本国際博覧会協賛（未来社会ショーケース事業「フューチャーライフ万博・フューチャーライフエクスペリエンス」）,NA,-99,NA,r6_youshiki3-4
2025年日本国際博覧会協会,9012405001241,MEXT,9012405001241,2025-02-18,2025 Feb,2025,0,0,Negotiated,NA,0,"辻　宏司
調達部長
東京都調布市深大寺東町7-44-1",NA,"公益社団法人２０２５年日本国際博覧会協会
大阪府大阪市住之江区南港北１丁目１４番１６号",Goods and Services,２０２５年日本国際博覧会協賛（未来社会ショーケース事業「フューチャーライフ万博・フューチャーライフエクスペリエンス」）,NA,-99,NA,r6_youshiki3-4
2025年日本国際博覧会協会,9120005020700,METI,NA,2025-02-27,2025 Feb,2025,275560832,0,Negotiated,NA,0,東京都千代田区霞が関１－３－１ 支出負担行為担当官 経済産業省大臣官房会計課長 大貫 繁樹,NA,公益社団法人２０２５年日本国際博覧会協会　大阪府大阪市住之江区南港北１－１４－１６　大阪府咲洲庁舎４３階,Goods and Services,令和６年度補正２０２５年国際博覧会事業費（大阪・関西万博日本政府出展事業）,NA,-99,NA,r6_youshiki2-4
2025年日本国際博覧会協会,9012405001241,MEXT,9012405001241,2025-03-05,2025 Mar,2025,5,0,Negotiated,NA,0,"辻　宏司
調達部長
東京都調布市深大寺東町7-44-1",NA,"公益社団法人２０２５年日本国際博覧会協会
大阪府大阪市住之江区南港北１丁目１４番１６号",Goods and Services,２０２５年日本国際博覧会協賛（未来社会ショーケース事業「フューチャーライフ万博・フューチャーライフエクスペリエンス」）,NA,-99,NA,r6_youshiki3-4
2025年日本国際博覧会協会,9120005020700,METI,NA,2025-03-18,2025 Mar,2025,1924904820,0,Negotiated,NA,0,東京都千代田区霞が関１－３－１ 支出負担行為担当官 経済産業省大臣官房会計課長 大貫 繁樹,NA,公益社団法人２０２５年日本国際博覧会協会　大阪府大阪市住之江区南港北１－１４－１６　大阪府咲洲庁舎４３階,Goods and Services,令和６年度補正大阪・関西万博政府開催準備・支援事業（途上国出展支援事業）,NA,-99,NA,r6_youshiki2-4
2027年国際園芸博覧会協会,3020005015278,MAFF,NA,2022-04-14,2022 Apr,2022,58530000,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２７年国際園芸博覧会協会,公益社団法人２０２７年国際園芸博覧会協会,Subsidy,２０２７年国際園芸博覧会事業,NA,-99,国認定,r4_youshiki1
2027年国際園芸博覧会協会,3020005015278,MAFF,NA,2023-04-13,2023 Apr,2023,162696000,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２７年国際園芸博覧会協会,公益社団法人２０２７年国際園芸博覧会協会,Subsidy,横浜国際園芸博覧会事業,NA,-99,国認定,r5_youshiki1
2027年国際園芸博覧会協会,3020005015278,MAFF,NA,2023-04-20,2023 Apr,2023,24639013,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２７年国際園芸博覧会協会,公益社団法人２０２７年国際園芸博覧会協会,Subsidy,横浜国際園芸博覧会事業,NA,-99,国認定,r5_youshiki1
2027年国際園芸博覧会協会,3020005015278,MLIT,NA,2023-04-24,2023 Apr,2023,45497000,NA,-99,NA,NA,国際博覧会事業費補助金,公益社団法人２０２７年国際園芸博覧会協会,公益社団法人２０２７年国際園芸博覧会協会,Subsidy,2027年国際園芸博覧会事業,NA,-99,国認定,r5_youshiki1
2027年国際園芸博覧会協会,3020005015278,MLIT,NA,2023-09-29,2023 Sep,2023,144210000,NA,-99,NA,NA,都市再生推進事業費補助,公益社団法人２０２７年国際園芸博覧会協会,公益社団法人２０２７年国際園芸博覧会協会,Subsidy,グリーンインフラ活用型都市構築支援事業,NA,-99,国認定,r5_youshiki1
2027年国際園芸博覧会協会,3020005015278,MLIT,NA,2024-08-09,2024 Aug,2024,149501000,149501000,Negotiated,NA,0,"支出負担行為担当官
内田　欽也
国土交通省都市局
東京都千代田区霞が関2-1-3",NA,"公益社団法人２０２７年国際園芸博覧会協会
神奈川県横浜市中区住吉町1-13",Goods and Services,令和６年度２０２７年国際園芸博覧会政府出展準備に係る業務,NA,-99,NA,r6_youshiki2-4
21世紀職業財団,7010005003890,MHLW,NA,2014-04-01,2014 Apr,2014,48600000,107312000,Competitive,2,NA,"支出負担行為担当官
労働基準局労災補償部労災管理課長
木原　亜紀生
東京都千代田区霞が関１－２－２",NA,"公益財団法人２１世紀職業財団
東京都文京区本郷１－３３－１３　日本生命春日町ビル３階",Goods and Services,平成２６年度働きやすい職場環境形成事業（周知・広報分）,NA,公財,国所管,h26_youshiki2-3
21世紀職業財団,7010005003890,MHLW,NA,2016-04-08,2016 Apr,2016,22680000,28060166,Competitive,3,NA,"支出負担行為担当官
厚生労働省労働基準局労災管理課長　志村　幸久
東京都千代田区霞が関1-2-2",NA,"公益財団法人２１世紀職業財団
東京都文京区本郷1-33-13",Goods and Services,平成２８年度　働きやすい職場環境形成事業（パワハラ対策取組支援セミナー・好事例集作成分）,NA,公財,国認定,h28_youshiki2-3
21世紀職業財団,7010005003890,MHLW,NA,2017-04-07,2017 Apr,2017,32400000,54052483,Competitive,4,NA,"支出負担行為担当官
厚生労働省労働基準局
労災管理課長　志村　幸久
東京都千代田区霞が関1-2-2",NA,"公益財団法人２１世紀職業財団
東京都文京区本郷1-33-13",Goods and Services,平成２９年度働きやすい職場環境形成事業（パワハラ対策支援セミナー・専門家養成研修分）,NA,公財,国認定,h29_youshiki2-3
21世紀職業財団,7010005003890,MHLW,NA,2018-04-02,2018 Apr,2018,35640000,37533251,Competitive,1,NA,"支出負担行為担当官
厚生労働省労働基準局
労災管理課長　河野　恭子
東京都千代田区霞が関1-2-2",NA,"公益財団法人２１世紀職業財団
東京都文京区本郷1－33－13",Goods and Services,働きやすい職場環境形成事業（パワハラ対策支援セミナー・専門家養成研修分）,NA,公財,国認定,h30_youshiki2-3
21世紀職業財団,7010005003890,MOD,NA,2019-06-20,2019 Jun,2019,1836000,2070646,Competitive,5,NA,"大臣官房会計課
会計管理官
佐藤　伸樹
東京都新宿区市谷本村町５－１",NA,"公益財団法人
２１世紀職業財団
東京都文京区本郷１－３３－１３",Goods and Services,"ワークライフバランス推進啓発講演会
一式",NA,公財,国認定,r1_youshiki2-3
21世紀職業財団,7010005003890,National Personnel Authority,NA,2022-03-25,2022 Mar,2022,26300,0,Negotiated,NA,0,"支出負担行為担当官
人事院事務総局会計課長
佐藤　昌博
東京都千代田区
霞が関１－２－３",NA,"公益財団法人２１世紀職業財団
東京都文京区本郷１丁目３３番１３号",Goods and Services,第３０回交流審査会（謝金）,NA,-99,NA,r3_youshiki2-4
21世紀職業財団,7010005003890,National Personnel Authority,NA,2022-03-25,2022 Mar,2022,340,0,Negotiated,NA,0,"支出負担行為担当官
人事院事務総局会計課長
佐藤　昌博
東京都千代田区
霞が関１－２－３",NA,"公益財団法人２１世紀職業財団
東京都文京区本郷１丁目３３番１３号",Goods and Services,第３０回交流審査会（旅費）,NA,-99,NA,r3_youshiki2-4
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2018-04-25,2018 Apr,2018,5517000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,「心の復興」事業,NA,-99,国認定,r1_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2018-12-03,2018 Dec,2018,6774000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,「心の復興」事業,NA,-99,国認定,r1_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2019-05-29,2019 May,2019,8014000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,「心の復興」事業,NA,-99,国認定,r2_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2020-02-05,2020 Feb,2020,6407000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,「心の復興」事業,NA,-99,国認定,r2_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2020-06-05,2020 Jun,2020,3187000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,「心の復興」事業,NA,-99,国認定,r2_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2020-06-05,2020 Jun,2020,5776000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,被災者支援コーディネート事業,NA,-99,国認定,r3_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2020-09-29,2020 Sep,2020,2053000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,「心の復興」事業,NA,-99,国認定,r2_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2020-09-29,2020 Sep,2020,6171000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,心の復興事業,NA,-99,国認定,r3_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2021-06-25,2021 Jun,2021,3432000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,被災者支援コーディネート事業,NA,-99,国認定,r3_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2021-06-25,2021 Jun,2021,5274000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,被災者支援コーディネート事業,NA,-99,国認定,r4_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2021-10-22,2021 Oct,2021,3126000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,心の復興事業,NA,-99,国認定,r3_youshiki1
3.11みらいサポ-ト,6370305000867,Reconstruction Agency,NA,2021-10-22,2021 Oct,2021,5469000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１みらいサポート,公益社団法人３．１１みらいサポート,Subsidy,心の復興事業,NA,-99,国認定,r4_youshiki1
3.11メモリアルネットワ-ク,6370305000867,Reconstruction Agency,NA,2022-05-20,2022 May,2022,2923000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１メモリアルネットワーク,公益社団法人３．１１メモリアルネットワーク,Subsidy,被災者支援コーディネート事業,NA,-99,国認定,r4_youshiki1
3.11メモリアルネットワ-ク,6370305000867,Reconstruction Agency,NA,2022-05-20,2022 May,2022,6124000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１メモリアルネットワーク,公益社団法人３．１１メモリアルネットワーク,Subsidy,被災者支援コーディネート事業,NA,-99,国認定,r5_youshiki1
3.11メモリアルネットワ-ク,6370305000867,Reconstruction Agency,NA,2022-07-07,2022 Jul,2022,3770000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１メモリアルネットワーク,公益社団法人３．１１メモリアルネットワーク,Subsidy,心の復興事業,NA,-99,国認定,r4_youshiki1
3.11メモリアルネットワ-ク,6370305000867,Reconstruction Agency,NA,2022-07-07,2022 Jul,2022,5383000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１メモリアルネットワーク,公益社団法人３．１１メモリアルネットワーク,Subsidy,心の復興事業,NA,-99,国認定,r5_youshiki1
3.11メモリアルネットワ-ク,6370305000867,Reconstruction Agency,NA,2023-05-24,2023 May,2023,1989000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１メモリアルネットワーク,公益社団法人３．１１メモリアルネットワーク,Subsidy,被災者支援コーディネート事業,NA,-99,国認定,r5_youshiki1
3.11メモリアルネットワ-ク,6370305000867,Reconstruction Agency,NA,2023-08-09,2023 Aug,2023,2423000,NA,-99,NA,NA,被災者支援総合交付金,公益社団法人３．１１メモリアルネットワーク,公益社団法人３．１１メモリアルネットワーク,Subsidy,心の復興事業,NA,-99,国認定,r5_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2011-04-01,2011 Apr,2011,3869630,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会,公益財団法人AFS日本協会,Subsidy,外国人高校生(日本語専攻)の短期招致等,NA,公財,国所管,h23_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2012-05-25,2012 May,2012,9212000,9212000,Negotiated,1,0,"初等中等教育局長　布村　幸彦
東京都千代田区霞が関３－２－２",NA,"公益財団法人ＡＦＳ日本協会
東京都港区虎ノ門一丁目22番14号",Goods and Services,外国人高校生（日本語専攻）の短期招致事業,NA,公財,国所管,h24_youshiki2-4
AFS日本協会,5010405009242,MEXT,NA,2012-05-25,2012 May,2012,9212000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会,公益財団法人ＡＦＳ日本協会,Subsidy,外国人高校生（日本語専攻）の短期招致,NA,公財,国所管,h24_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2013-06-18,2013 Jun,2013,9212000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会,公益財団法人ＡＦＳ日本協会,Subsidy,グローバル人材育成の基盤形成事業,NA,公財,国所管,h25_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2014-06-04,2014 Jun,2014,9212000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会　,公益財団法人ＡＦＳ日本協会　,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,公財,国所管,h26_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2015-06-19,2015 Jun,2015,9212000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,"公益財団法人ＡＦＳ日本協会
",NA,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,公財,国認定,h27_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2016-05-17,2016 May,2016,9182000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人AFS日本協会,公益財団法人AFS日本協会,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,-99,国認定,h28_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2018-04-17,2018 Apr,2018,200257000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人AFS日本協会,公益財団法人AFS日本協会,Subsidy,国際文化交流促進費（アジア高校生架け橋プロジェクト）補助金,NA,-99,国認定,h30_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2018-06-27,2018 Jun,2018,9182000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人AFS日本協会,公益財団法人AFS日本協会,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,-99,国認定,h30_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2020-04-06,2020 Apr,2020,470879000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人AFS日本協会,公益財団法人AFS日本協会,Subsidy,令和２年度アジア高校生架け橋プロジェクト,NA,-99,国認定,r2_youshiki1
AFS日本協会,5010405009242,MEXT,NA,2023-06-14,2023 Jun,2023,175577000,175577000,Negotiated,NA,0,"総合教育政策局長　藤江　陽子
東京都千代田区霞が関３－２－２",NA,"公益財団法人AFS日本協会
東京都港区虎ノ門３丁目１８番１６号",Goods and Services,アジア高校生架け橋プロジェクト＋,NA,-99,NA,r5_youshiki2-4
AFS日本協会,5010405009242,MEXT,NA,2023-06-14,2023 Jun,2023,9706000,9706000,Negotiated,NA,0,"総合教育政策局長　藤江　陽子
東京都千代田区霞が関３－２－２",NA,"公益財団法人ＡＦＳ日本協会
東京都港区虎ノ門３丁目１８番１６号",Goods and Services,令和５年度「グローバル人材育成の基盤形成事業（異文化理解ステップアップ事業）」,NA,-99,NA,r5_youshiki2-4
AFS日本協会理事長,5010405009242,MEXT,NA,2017-09-12,2017 Sep,2017,9182000,NA,-99,NA,NA,（目）国際文化交流促進費補助金,公益財団法人AFS日本協会理事長,公益財団法人AFS日本協会理事長,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,-99,国認定,h29_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2019-04-01,2019 Apr,2019,416726000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人AFS日本協会理事長,公益財団法人AFS日本協会理事長,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,-99,国認定,r1_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2019-05-24,2019 May,2019,9363000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人AFS日本協会理事長,公益財団法人AFS日本協会理事長,Subsidy,国際文化交流促進費（高校生国際交流促進費）補助金,NA,-99,国認定,r1_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2021-04-01,2021 Apr,2021,493155000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会理事長,公益財団法人ＡＦＳ日本協会理事長,Subsidy,アジア高校生架け橋プロジェクト,NA,-99,国認定,r3_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2022-04-19,2022 Apr,2022,493149000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会理事長,公益財団法人ＡＦＳ日本協会理事長,Subsidy,アジア高校生架け橋プロジェクト,NA,-99,国認定,r4_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2022-09-08,2022 Sep,2022,9806000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会理事長,公益財団法人ＡＦＳ日本協会理事長,Subsidy,グローバル人材育成の基盤整備事業（異文化理解ステップアップ事業）,NA,-99,国認定,r4_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2023-06-14,2023 Jun,2023,9706000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会理事長,公益財団法人ＡＦＳ日本協会理事長,Subsidy,グローバル人材育成の基盤形成事業（異文化理解ステップアップ事業）,NA,-99,国認定,r5_youshiki1
AFS日本協会理事長,5010405009242,MEXT,NA,2023-06-14,2023 Jun,2023,175577000,NA,-99,NA,NA,国際文化交流促進費補助金,公益財団法人ＡＦＳ日本協会理事長,公益財団法人ＡＦＳ日本協会理事長,Subsidy,アジア高校生架け橋プロジェクト＋,NA,-99,国認定,r5_youshiki1
B&G財団,1010405010542,MEXT,NA,2024-03-19,2024 Mar,2024,1148000,NA,-99,NA,NA,学校・家庭・地域連携協力推進事業費補助金,公益財団法人B＆G財団,公益財団法人B＆G財団,Subsidy,学校・家庭・地域連携協力推進事業費補助金,NA,-99,国認定,r5_youshiki1
CIESF,9010005014408,MOFA,9010005014408,2017-10-13,2017 Oct,2017,23220000,0,Negotiated,31,0,"独立行政法人国際協力機構
東京国際センター所長　木野本浩之
東京都渋谷区西原2-49-5",NA,"公益財団法人ＣＩＥＳＦ
東京都渋谷区渋谷２丁目７番５号ＵＲＤ渋谷第２ビル４階
",Goods and Services,2017-2018年度草の根技術協力事業（パートナー型）カンボジア「地方経済の活性化に必要なIT基礎能力取得と認定のための研修支援事業」,NA,公財,国認定,h29_youshiki3-4
CIESF,9010005014408,MOFA,9010005014408,2018-12-28,2018 Dec,2018,24135000,‐,Negotiated,1,0,"独立行政法人国際協力機構
東京センタ‐所長　木野本浩之
東京都渋谷区西原2‐49‐5",NA,"公益財団法人ＣＩＥＳＦ
東京都港区南青山1‐10‐4　南青山NKビル6F",Goods and Services,2018‐2021年度草の根技術協力事業（パ‐トナ‐型）カンボジア地方経済の活性化に必要なIT基礎能力取得と認定のための研修支援事業」（2年次）,NA,公財,国認定,h30_youshiki3-4
HLA研究所,4130005012627,MEXT,NA,2013-04-01,2013 Apr,2013,2415000,0,Negotiated,1,0,神奈川県横浜市鶴見区末広町1-7-22　独立行政法人理化学研究所　横浜事業所　研究支援部長　岩田　伸一,NA,"公益財団法人ＨＬＡ研究所
京都市下京区中堂寺南町134　
京都リサーチパーク1号館2階",Goods and Services,HLA遺伝子型検査（単価契約）,NA,公財,国所管,h25_youshiki3_3
HLA研究所,4130005012627,MHLW,NA,2013-06-12,2013 Jun,2013,3906000,0,Negotiated,2,0,"独立行政法人国立病院機構名古屋医療センター
院長　直江　知樹
愛知県名古屋市中区三の丸4-1-1",NA,"公益財団法人HLA研究所
京都市下京区中堂寺南町134京都ﾘｻｰﾁﾊﾟｰｸ1号館2階",Goods and Services,業務委託(平成25年度研究用検体検査業務),NA,公財,国所管,h25_youshiki3_3
HLA研究所,4130005012627,MHLW,NA,2014-01-30,2014 Jan,2014,1950000,8061375,Negotiated,1,0,"支出負担行為担当官
国立医薬品食品衛生研究所　総務部長　日下田　敏彦
東京都世田谷区上用賀1-18-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町134",Goods and Services,副作用発症患者試料に関するヒト白血球抗原（ＨＬＡ）遺伝子型検査　一式,NA,公財,国所管,h25_youshiki2_3
HLA研究所,4130005012627,MEXT,NA,2014-04-01,2014 Apr,2014,1490400,0,Competitive,1,NA,"〒230-0045　神奈川県横浜市鶴見区末広町1-7-22
理化学研究所　横浜事業所
研究支援部長　岩田伸一",NA,"公益財団法人ＨＬＡ研究所
京都市下京区中堂寺南町134",Goods and Services,HLA遺伝子型検査（単価契約）,NA,公財,国所管,h26_youshiki3-3
